threshold,mean_agreement,mean_kappa,spearman_vs_0_3
0.3,0.7104761904761904,0.13728211398622572,1.0
0.4,0.661047619047619,0.1786064732060527,0.9603147322978487
0.5,0.6297142857142857,0.20564520395920022,0.9070286307337954
0.6,0.6002857142857143,0.2072596591121279,0.8209037486062857
0.7,0.5851428571428571,0.20925098526755212,0.5491069799774023
